,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25
sub_topic_15,0.00021509864,0.0013845131,7.710767e-05,0.00015991376,3.6261902e-06,0.000107370666,5.3610303e-05,0.586299,7.2713105e-05,3.767269e-05,0.00035804728,2.574533e-05,2.213354e-05,2.219057e-05,0.00026198733,3.259581e-05,4.4195247e-05,4.216404e-05,2.1220625e-05,0.0007859546,1.0791914e-05,0.0004645792,0.0003483614,1.4214068e-05,8.542529e-06,2.0800273e-05
sub_topic_16,6.7897236e-05,0.00015183423,6.452263e-05,7.4569625e-06,4.296478e-06,2.2370099e-05,0.00012001666,4.4575478e-05,1.1512419e-06,0.24588574,5.485274e-06,1.4953562e-07,2.8673907e-05,8.32232e-05,7.7438635e-05,2.541229e-05,9.389213e-06,0.0012415505,5.766446e-06,4.8388094e-05,0.00012327913,9.2179085e-05,0.00016588214,6.5666296e-05,2.225068e-05,4.946111e-06
sub_topic_17,0.94912446,8.649688e-05,0.00015042324,5.533497e-05,7.820987e-06,0.00019410787,0.000113400376,0.00014295155,2.6653992e-05,0.0002917092,0.00014061107,0.00010821875,3.263254e-05,7.6903656e-05,3.2855292e-05,0.00045233095,0.00011448879,1.4179066e-05,0.00022821971,6.0506307e-05,3.5527257e-05,0.00011051538,0.0012282516,3.701519e-06,0.00010887355,1.8579356e-05
sub_topic_18,0.0009740636,0.007276454,0.0049023223,0.0009374456,3.4493314e-06,0.0006980296,0.00095655915,0.00016589029,9.237424e-07,0.00795734,1.26522355e-05,0.0,0.0026298114,0.00032315697,0.00041044992,0.00021448988,0.004915001,0.17600437,0.0003926856,0.0005118353,0.092261046,0.0009174266,0.003081958,6.6657245e-05,4.931059e-05,0.00026450295
sub_topic_19,0.00020724209,0.00012265368,0.000248476,0.0034979938,2.6183176e-05,0.002239463,9.6321986e-05,6.550936e-05,1.7914184e-05,0.0009963888,0.00023050902,8.46925e-05,9.0954854e-05,9.4614195e-05,9.686836e-05,0.00087905163,0.8828378,6.66492e-05,0.0010432075,0.0013009851,0.00019363574,4.8034046e-05,0.00025629127,0.00011070522,0.000285117,5.6261553e-05
sub_topic_20,0.0001320384,0.0013087608,0.00010599431,5.033853e-05,5.265698e-05,2.9630615e-05,0.00071807904,0.00247002,2.1939495e-05,0.0017640151,0.008715211,0.0027908487,9.022763e-06,0.00038490538,0.9664539,0.0073559387,0.00018810574,0.00016844718,2.3508397e-05,0.004808224,6.57933e-05,0.00062427245,0.00059998664,7.800468e-05,0.0031638755,8.641655e-05
sub_topic_21,3.1804055e-05,6.958219e-05,7.396084e-05,0.00090516097,8.551259e-06,0.00017822869,3.2961172e-05,0.0016228203,1.8725032e-05,3.0263845e-05,0.0018345604,2.5711513e-05,7.54856e-06,4.0097602e-05,0.00027273045,3.5076835e-05,0.00049224606,5.9009366e-05,1.60909e-05,0.82429856,1.9807398e-05,8.559338e-05,0.00031685323,9.538574e-05,0.0001122403,1.7615996e-05
sub_topic_22,0.00040532404,0.0008008296,0.0007927908,0.0006518644,3.3451786e-06,0.00025786797,0.00078172237,3.526257e-05,9.060736e-06,0.0014736683,4.9265815e-05,9.4974087e-07,0.0020464805,0.0001753289,0.00021663135,0.00026176946,0.0002852313,0.0011674371,0.006158415,0.00036533177,0.8729893,0.00024691923,0.0005372139,5.6308313e-06,6.492467e-05,0.0002907873
sub_topic_23,0.009843784,0.0013485114,0.0107865855,0.002399744,0.00044738303,0.080354124,0.03148556,0.011640107,0.0008705532,0.0054864874,0.0054044174,0.015374933,0.0002721006,0.0016274253,0.001399612,0.034650777,0.0019918252,9.219465e-05,0.0056240517,0.006516079,0.0003524675,0.004217034,0.0034563646,0.0002672044,0.00024899823,0.00034614888
sub_topic_24,8.271777e-05,0.000101183155,0.00012845149,0.0011544001,1.5559113e-05,0.00020748838,0.0014324889,0.00064638595,1.517846e-05,0.00049885176,0.00019835384,0.00012695973,2.8807532e-05,0.0001439578,0.001456646,0.0014317083,0.0015213527,7.898408e-05,0.03450804,0.14388776,0.012128292,6.4569685e-05,0.00023891858,2.3717235e-05,0.000105445215,1.2947174e-05
sub_topic_25,0.0006690255,0.0002483843,0.0005447571,0.0007127668,0.00019720747,0.0002550229,0.00024562114,0.00078916556,0.00065536116,0.00021600325,0.00018430095,0.0007129316,0.0003977352,0.00025447475,0.00038165954,0.00027036882,0.00020160462,5.5386783e-05,0.00048654818,0.00037006597,5.3250158e-05,0.0003337685,0.00023261906,7.589164e-05,0.0008983897,0.4814659
sub_topic_26,0.00014268051,9.243635e-05,7.956913e-05,1.3520537e-05,1.7844846e-05,8.653861e-05,0.000545364,6.226636e-05,2.9576406e-06,0.7192372,2.8042825e-05,3.9652286e-06,2.0863137e-05,9.064205e-05,0.00015217038,0.0054952223,0.00016929858,1.968303e-05,7.799855e-05,9.885348e-05,4.1715422e-05,5.506646e-05,0.0001033646,3.6853935e-06,4.638204e-05,2.3636592e-06
sub_topic_27,2.298273e-05,0.6440524,1.9879486e-05,8.079275e-06,2.084799e-05,1.712117e-05,0.000104653176,0.00016864191,2.4639996e-06,7.3733274e-05,1.9617646e-05,5.061659e-07,0.00011877752,4.8779082e-05,1.834889e-05,4.2104994e-06,1.5806963e-05,0.0007394788,2.5223676e-06,2.256923e-05,1.7028526e-05,4.1723328e-05,7.550172e-05,3.9661096e-05,1.1518948e-05,4.191367e-06
sub_topic_28,7.426333e-05,0.00041952793,4.617791e-05,2.142254e-05,4.7782145e-05,9.1399925e-05,0.0001754478,4.600385e-05,0.00022379779,0.00026367983,2.7222857e-05,1.1005837e-05,0.0002742238,0.55889714,7.272712e-05,2.2429696e-05,9.24525e-05,0.0012202194,3.0182828e-05,5.063345e-05,0.00031909262,0.0001550112,0.0002754691,3.6560185e-05,9.238249e-05,0.00018845795
sub_topic_29,7.7446835e-05,0.00014679691,0.00021199611,2.17712e-05,2.1777562e-06,4.8949216e-05,7.1230104e-05,0.00042273267,6.429991e-06,2.8205064e-05,5.7111993e-05,1.9999141e-05,1.5212855e-05,1.5736228e-05,4.619119e-05,2.1662525e-05,1.4485002e-05,4.829634e-05,2.960411e-06,7.7930876e-05,5.5869023e-06,0.96842664,0.000107463195,1.6232187e-05,8.2341885e-06,2.5766913e-06
sub_topic_30,0.001886517,0.0015624815,0.0012626383,0.0019037409,0.0010878595,0.00052050495,0.0019100421,0.0038060434,0.901812,0.00062867854,0.0012503136,0.0016181582,0.0019717242,0.0032515293,0.00039041432,0.0006220981,0.0010765102,0.00024978275,0.001218866,0.0011877229,0.00067103584,0.0018563505,0.0011150531,0.006032885,0.0011238671,0.0019044955
sub_topic_31,0.00019491778,0.00014318495,0.0007461567,0.00035522546,0.00013533002,0.0005220352,8.8409186e-05,0.0001074559,1.7754495e-05,0.00037644606,1.6030511e-06,7.3559863e-07,0.00079099316,1.674163e-05,9.986407e-06,1.1664686e-05,0.00023798244,0.00020830402,0.00031301973,0.00025878215,0.005888309,8.705605e-05,6.961635e-05,7.029055e-05,0.000120114506,0.18229629
sub_topic_32,0.0005603326,0.000207318,0.0002363191,1.5802989e-05,0.000204837,9.894729e-06,7.0493246e-05,8.5756124e-05,0.00011065257,0.00087589613,0.00721013,0.0020153113,3.192762e-05,0.00091356423,0.013483028,0.0030703768,0.00023990757,3.228366e-05,5.2386466e-05,0.00035399594,2.2466718e-05,0.00030528705,0.0019154579,1.4418914e-05,0.5262999,0.0001877126
sub_topic_33,0.002620815,0.001545725,0.0019218923,0.00031731525,0.16952778,0.0011054905,0.002906938,0.0028318646,0.09096299,0.0017214617,0.002518379,0.006016191,0.00412134,0.004281207,0.0004025295,0.002064515,0.0020585065,4.0804112e-05,0.0030090709,0.001056092,0.00025594112,0.0015524868,0.0004520357,0.0024822524,0.010901955,0.004098294
sub_topic_34,0.00056441984,0.00013833081,0.00041467356,0.0017036379,7.3695896e-06,0.90584713,0.0008877384,0.000561088,2.4008514e-06,0.00057492626,3.948928e-05,3.7656748e-05,0.00011047365,5.522507e-05,4.714578e-06,0.00087985693,0.0011213162,3.698525e-05,0.00035896013,0.00082560955,0.00012088782,0.0003248291,0.00041361363,3.3690372e-05,4.327204e-06,2.8136701e-05
sub_topic_35,0.000117444055,1.8122504e-05,0.94609725,2.9437475e-05,1.9543322e-06,5.7323872e-05,2.822415e-05,8.723991e-05,4.7305607e-06,3.6838293e-05,0.00016604847,2.2484983e-05,3.2916043e-05,8.697888e-06,6.4054416e-06,3.091166e-05,4.5473e-05,8.136355e-06,2.3088218e-05,4.183217e-05,1.1323588e-05,0.00019504203,0.00023241213,4.4878252e-07,7.6216864e-05,1.10575165e-05
sub_topic_36,0.0004924458,0.00025281406,0.0015435658,3.9254057e-05,9.555892e-05,0.00012588047,6.997222e-05,0.0014822071,0.00026560202,0.00016712274,0.950242,0.0025708978,4.7035737e-05,4.5652385e-05,0.0044565215,0.0005696131,0.00025901344,2.3335117e-05,6.825929e-05,0.0028122335,1.6810489e-05,0.00056138297,0.0024135143,3.1750915e-05,0.0030444486,3.5264224e-05
sub_topic_37,0.0005313448,0.00097491324,0.000718066,0.0017276036,3.0947394e-05,0.0006204864,0.0008922997,0.00048815797,0.0006083945,0.00054621015,0.0006045448,2.0648085e-05,0.97322583,0.0001677474,0.00012830053,0.00027546354,0.000599617,0.00020871141,0.0002551892,0.00040627542,0.001731875,0.0004250498,0.00080482103,6.0745846e-05,0.00028760498,0.00029290695
sub_topic_38,0.0002027497,0.31918028,6.741328e-05,5.4717275e-05,1.0300137e-05,0.00015468054,0.000109326946,0.0030957535,2.1378635e-05,0.00016102022,0.0001922336,9.219442e-06,5.8181493e-05,8.889635e-05,0.00039976867,2.5662457e-05,3.1987078e-05,0.00047489864,4.8414186e-06,0.00044146017,2.1442775e-05,0.0002624588,0.00027541094,6.8574314e-05,1.2970049e-05,1.1600753e-05
sub_topic_39,0.0002473428,0.007567106,0.0011030969,0.0011443039,1.3001319e-05,0.00019150696,0.0010020413,0.00031151372,5.398323e-05,0.0016969726,6.4639724e-05,1.5529396e-06,0.009183725,0.00069674227,0.0009555355,4.9898514e-05,0.00062528136,0.29313138,3.1789048e-05,0.00044647136,0.0051098843,0.0013114446,0.0018575252,0.00011867646,0.00032594884,0.00020093186
