,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26
sub_topic_10,4.086613e-05,3.9636634e-05,2.0425317e-05,1.171895e-05,7.3127367e-06,1.4930527e-05,0.00016540951,1.7890465e-05,1.3870548e-05,0.00016219588,1.1096536e-05,1.0672348e-05,2.2050745e-05,0.49770117,8.359819e-05,0.013213844,2.5315068e-05,6.453729e-05,4.9533182e-06,6.206079e-05,8.962104e-06,3.4224846e-05,0.0001395623,0.00011161182,4.8096575e-05,7.0878586e-06,7.484684e-05
sub_topic_11,0.0007246171,6.27293e-05,0.0005708847,0.0002624853,0.00036199982,0.00027040674,0.00018197793,1.658945e-05,1.3899197e-05,0.0009202021,3.5055724e-05,3.1444873e-05,6.0785216e-05,7.4744756e-05,4.655502e-05,0.00057934347,0.0009244091,1.8364815e-05,0.95782065,0.0010386577,0.0035931503,9.011004e-05,0.00023792265,7.5727694e-05,6.888253e-05,0.00024306991,3.938834e-05
sub_topic_12,5.4010467e-05,7.989208e-05,0.00022665573,0.9793795,0.000106832784,0.00019354337,1.9394973e-05,0.0,4.06865e-05,2.3212513e-06,6.193606e-06,0.00010655957,1.1671134e-05,4.3209925e-06,1.2816461e-06,5.2162472e-06,0.0007103056,6.0276316e-06,4.1135834e-05,0.0002716211,2.1107608e-05,0.00021197934,5.662786e-05,2.6351068e-05,8.9807173e-07,5.993018e-05,0.00020896335
sub_topic_13,0.0020952031,0.00020244198,0.0014658064,0.00040893233,0.00070488953,0.0008332641,0.0013872049,0.0004804242,0.0005118198,0.00021274865,0.005770607,0.95320106,1.2594898e-05,0.00031356898,0.0017502505,0.0046166074,0.000245413,4.206422e-06,0.00019794132,0.00035260702,8.073891e-06,0.002006536,0.0003352992,5.2447587e-05,0.00018851379,0.00023633528,0.003395135
sub_topic_14,0.0003535942,0.00019755,0.00048533548,6.0642342e-05,0.013260506,5.4697026e-05,0.00028182127,0.0002050734,0.00019621212,0.00023240701,6.9525624e-05,0.00017542602,0.00060905976,0.00041056168,3.6315174e-05,8.067498e-05,5.749721e-05,0.0003155517,0.002404137,7.811644e-05,0.00063644093,0.0002428315,6.604049e-05,9.183249e-05,0.0004282101,0.39911684,0.00017942293
sub_topic_15,0.000962505,0.0016495427,0.0003889814,0.00458856,0.00059060333,2.5846624e-05,0.0007934025,2.2944693e-07,8.620847e-05,0.00089531654,9.667149e-05,1.5045541e-06,0.0883817,5.229487e-05,0.00012076298,0.00015396462,0.0012202613,0.00037231733,0.002058388,0.0002531553,0.103549406,0.00043815037,0.0019778893,0.0005853377,0.0002718124,0.000646079,0.00022494252
sub_topic_16,0.0026740243,0.0035154126,0.0016695283,0.001989492,0.040884074,0.0004039937,0.0046779807,5.0631235e-05,0.0028699369,0.004273658,0.0006144925,0.00013452933,0.35958618,0.0010704192,0.00049488567,0.0008751003,0.0021470939,0.0008332173,0.00071201625,0.0006655858,0.0016200269,0.0017758226,0.0024321673,0.000790197,0.0022162723,0.0010721029,0.0022543822
sub_topic_17,0.96958756,9.600198e-05,0.00017981813,5.4878896e-05,0.00013206514,0.00017009692,0.00012160934,5.4722286e-06,2.4482053e-05,0.00034185668,0.00015026533,0.00019163536,2.155081e-05,0.00010339124,4.0046012e-05,0.0005455177,0.00012780771,1.2997198e-05,0.00016921591,7.0127404e-05,2.6430616e-05,0.00013879061,0.0011186961,4.974869e-05,6.475786e-05,1.9672765e-05,0.00017536528
sub_topic_18,0.00090141286,0.0075804736,0.0046092025,0.00091858284,2.4950825e-06,0.00042692386,0.0010754237,1.8433224e-06,1.7838266e-06,0.015385888,5.6496096e-06,0.0,0.0053800256,0.00050393865,0.0005428315,0.00014006183,0.0025077977,0.23606993,0.00027123463,0.00045122887,0.096543916,0.0009854757,0.0024985333,0.025100615,0.00016961432,0.0002546304,0.00043477808
sub_topic_19,0.00020547157,9.482153e-05,0.00019748343,0.0024714964,3.3000546e-05,0.0017665632,6.590547e-05,1.8506222e-05,1.2969642e-05,0.0007845644,0.00013758725,0.00011486584,4.8130052e-05,7.020451e-05,4.5558536e-05,0.00071061775,0.9329506,4.9180504e-05,0.00066156214,0.001389354,0.00013514845,3.6760543e-05,0.00017954147,0.002986785,0.00015721816,4.6190715e-05,4.2273048e-05
sub_topic_20,6.934104e-05,0.0010926924,8.906155e-05,3.068377e-05,3.45886e-05,2.3783688e-05,0.0006413391,0.0001428816,2.2844577e-05,0.0011778602,0.008720513,0.0031526166,7.0423976e-06,0.00026306877,0.8203618,0.0053152503,0.00010940711,0.00010788133,2.369793e-05,0.0042843386,3.9157836e-05,0.0004994092,0.00039207566,0.00057576544,0.000988327,8.033077e-05,0.0014625179
sub_topic_21,2.5790956e-05,6.030969e-05,6.3724576e-05,0.0009200511,6.59321e-06,0.000114469825,2.6296622e-05,6.456796e-05,2.271518e-05,2.847739e-05,0.0017322865,4.231369e-05,2.7870956e-06,4.1060364e-05,0.00029116144,3.8602873e-05,0.0006907824,2.5754269e-05,1.7528899e-05,0.7455021,1.3345754e-05,6.177915e-05,0.0002000804,0.002190442,0.00014028895,1.699147e-05,0.0012439276
sub_topic_22,0.00037191546,0.0004732016,0.0006827815,0.00029647938,0.00023828313,0.00028973515,0.00068204955,0.0,3.187404e-06,0.0015575456,3.1420655e-05,7.7870084e-07,0.00034106238,0.00022203843,0.00019954528,0.0003311765,0.0001821428,0.0010715341,0.008889486,0.0005275486,0.71045244,0.0001898947,0.00038025438,8.425797e-05,2.4663266e-05,0.00017076397,6.8342844e-05
sub_topic_23,0.007070613,0.0008227259,0.0076665063,0.001104276,0.0011416742,0.082701914,0.10463023,0.0004562481,0.00020896808,0.0055922098,0.001828941,0.006103602,0.00015168011,0.0014257453,0.00047563427,0.026477894,0.000703107,3.9885825e-05,0.0032074875,0.003147881,0.00019927553,0.0031047137,0.0016913217,0.0027067356,5.4463642e-05,0.0001862419,0.0080789495
sub_topic_24,8.553582e-05,0.00012554305,0.00011153218,0.0011785417,1.9546267e-05,0.00013823523,0.0011922093,1.9898609e-05,1.6532684e-05,0.00044686816,0.0001813512,0.00012630614,2.2709426e-05,0.0001387007,0.0012990459,0.0011881168,0.00102503,0.00015479015,0.015754148,0.22538036,0.0034315677,8.53773e-05,0.00023272808,0.001008988,5.3987555e-05,1.4542614e-05,0.0018148158
sub_topic_25,0.0002546018,0.00015514156,0.00043047895,0.0003907724,0.0012426405,0.00015304073,0.00010476198,0.0001132235,0.00016306528,0.00014813113,5.3663167e-05,0.00019387496,0.00012294605,9.950065e-05,0.00012354458,7.358529e-05,0.00019940549,7.8842415e-05,0.00015970254,0.0003130963,3.3369462e-05,0.00014772476,0.0001396053,0.00045245868,0.000413689,0.54849476,0.00038704797
sub_topic_26,0.00011226439,9.5829135e-05,6.64789e-05,8.495172e-06,1.51919285e-05,5.0287974e-05,0.00035606552,9.529018e-06,2.0932544e-06,0.9466379,1.4034767e-05,2.980981e-06,1.9150444e-05,9.500176e-05,9.8939185e-05,0.002240443,7.513039e-05,7.231801e-05,4.0311304e-05,7.4644835e-05,3.9332444e-05,5.2090083e-05,0.0001017194,0.00014130447,2.2117409e-05,2.3070577e-06,4.130779e-05
sub_topic_27,2.3945659e-05,0.7019974,2.2284778e-05,8.661025e-06,1.4265921e-05,2.6555894e-05,9.586651e-05,4.3040105e-05,3.2434486e-06,8.997354e-05,1.2324163e-05,1.7271062e-06,7.5884775e-05,4.8034995e-05,1.6349713e-05,6.0125085e-06,1.2226183e-05,0.000707422,1.6810545e-06,2.2491458e-05,1.3095924e-05,7.18945e-05,7.462909e-05,0.00013746119,8.151701e-06,3.900497e-06,0.00018104684
sub_topic_28,7.678382e-05,0.0004117195,4.236966e-05,2.1043565e-05,5.7166075e-05,8.631481e-05,0.00018829269,3.6906804e-05,0.0002406484,0.00030828503,2.577332e-05,1.201591e-05,0.00029795288,0.47509408,6.310441e-05,1.2266696e-05,8.267355e-05,0.0016685971,3.9483442e-05,5.1725994e-05,0.0002982539,0.00015071612,0.00018867292,0.00016803695,0.00010742355,0.00029956587,4.366438e-05
sub_topic_29,7.049615e-05,0.00015514303,0.00021370151,2.557936e-05,9.212182e-06,5.7395086e-05,6.296177e-05,4.7147073e-06,7.5944336e-06,2.8755987e-05,4.251456e-05,2.5914638e-05,1.0934545e-05,1.3995474e-05,3.8723963e-05,2.171844e-05,1.1803936e-05,4.577018e-05,3.6930826e-06,4.7161437e-05,5.45451e-06,0.9489697,0.0001187105,0.00029329397,4.6299824e-06,3.1281336e-06,0.0006381034
sub_topic_30,0.0015490717,0.0014889197,0.0009782781,0.0014615909,0.0010593153,0.0003317922,0.0017747384,0.0019538119,0.86001074,0.00055193854,0.00094206695,0.001419535,0.0010942634,0.0029111207,0.00031183826,0.00044536812,0.0010299622,0.0002750664,0.00090141996,0.0010498661,0.0005598335,0.0017372872,0.00078599347,0.011215273,0.0009914279,0.0014618997,0.0031883488
sub_topic_31,0.0003751098,0.00032964963,0.00087105006,0.00034452544,0.00020571268,0.000260614,0.00018253052,3.423194e-05,4.7331764e-06,0.0013662816,3.6172535e-06,0.0,0.0011277731,3.8450937e-05,8.943781e-05,2.9255512e-05,0.00044313833,0.0010644866,0.00088867836,0.0002497705,0.07684868,9.660301e-05,9.7342694e-05,0.00028087845,0.00030766847,0.03902062,0.0001414553
sub_topic_32,0.0023312361,0.0022440397,0.0003298046,0.00013745256,7.187026e-05,4.4080527e-05,0.0010020431,0.00012106536,3.4096098e-05,0.0072019687,0.005489696,0.007519994,2.102452e-05,0.0038745394,0.15416992,0.023896433,0.0009732356,0.00049190846,4.1181964e-05,0.004175463,0.00012288835,0.0023480204,0.004879931,0.0012396966,0.0039791944,0.00016002805,0.0010559851
sub_topic_33,0.0037614696,0.001799456,0.0018876069,0.00021363991,0.17035988,0.00084130716,0.0028012258,0.08131003,0.12812057,0.0016003489,0.002829423,0.010912237,0.002867526,0.003588519,0.0005959866,0.0028221789,0.0017803268,3.5793666e-05,0.0031976358,0.0011487043,0.00024932082,0.0016766838,0.0003092281,0.00031896745,0.010022946,0.005103477,0.00255203
sub_topic_34,0.0006065421,0.00015880316,0.00042944853,0.0019147887,0.00031732005,0.90819573,0.0010727827,9.103304e-06,2.3860982e-06,0.00082494976,4.0234605e-05,4.9158338e-05,5.2534222e-05,8.233661e-05,7.753082e-06,0.0010401575,0.0016472832,4.633726e-05,0.0004196025,0.00076090323,0.00011247932,0.00042902792,0.00033838672,0.0012205092,2.4341422e-05,2.531726e-05,0.00062179886
sub_topic_35,0.000109249064,1.9871022e-05,0.95518714,2.1024294e-05,9.532778e-06,5.3433712e-05,2.932572e-05,2.3769335e-06,4.0874415e-06,4.300345e-05,0.00024390045,2.9126273e-05,2.974794e-05,1.0011436e-05,7.0970177e-06,3.4863842e-05,4.5366465e-05,7.187867e-06,2.3542665e-05,3.8546088e-05,8.345114e-06,0.00022835769,0.00017746359,3.1191317e-05,4.4928413e-05,1.2484544e-05,0.0001670607
sub_topic_36,0.00043245143,0.00020626216,0.002187513,2.81633e-05,0.00014204242,9.981525e-05,8.016624e-05,0.0001922425,0.00023968688,0.00018954092,0.950629,0.0053146384,2.8779226e-05,6.3143314e-05,0.0053671324,0.000972989,0.00023231737,1.8071034e-05,6.165588e-05,0.002133567,8.541231e-06,0.00056293857,0.0026646086,0.00015061884,0.002235223,4.5483834e-05,0.00085653516
sub_topic_37,0.00010043603,0.00012450755,7.964652e-05,0.00032156927,0.7574864,0.00097637664,0.00031647462,7.4439373e-07,2.9241415e-05,9.889004e-05,4.833972e-05,1.02275235e-05,0.00014245226,3.7537942e-05,3.745848e-05,0.00010277931,0.0005827021,4.8610844e-05,3.973191e-05,0.00013780515,0.000103336184,0.00015893442,5.240645e-05,0.9301869,1.8433964e-05,0.00010388223,0.00023586526
sub_topic_38,0.0001584423,0.26435548,3.926255e-05,0.00024951488,1.1128891e-05,0.00017991327,9.812071e-05,2.2323442e-05,4.1480638e-05,0.00013398057,0.00057537423,3.2627697e-05,2.1550617e-05,4.5638877e-05,0.002855298,3.2807522e-05,6.71562e-05,0.00015977945,7.150958e-06,0.000997345,1.740524e-05,0.00016464444,0.00059470633,0.00036688033,8.701936e-06,1.7705064e-05,0.0072825043
sub_topic_39,2.1856702e-05,0.00014905535,0.00034459436,2.5569412e-05,1.591268e-05,5.206979e-06,8.6494845e-05,4.6544116e-07,1.02262e-05,5.6642028e-05,5.513807e-05,1.0462989e-08,0.53233075,2.4244973e-05,1.2969754e-05,1.6587528e-05,5.3451622e-05,0.00037004176,2.4384322e-05,7.0273396e-05,0.00013661473,4.3828055e-05,9.9147335e-05,0.00016293608,4.440812e-05,1.7632496e-05,2.1518801e-05
